threshold,accuracy,balanced_accuracy,precision,recall,f1
0.49,0.9803921568627451,0.9407407407407407,0.9411764705882353,0.8888888888888888,0.9142857142857143
0.495,0.9803921568627451,0.9407407407407407,0.9411764705882353,0.8888888888888888,0.9142857142857143
0.5,0.9803921568627451,0.9407407407407407,0.9411764705882353,0.8888888888888888,0.9142857142857143
0.505,0.9803921568627451,0.9407407407407407,0.9411764705882353,0.8888888888888888,0.9142857142857143
0.51,0.9803921568627451,0.9407407407407407,0.9411764705882353,0.8888888888888888,0.9142857142857143
0.515,0.9803921568627451,0.9407407407407407,0.9411764705882353,0.8888888888888888,0.9142857142857143
0.52,0.9803921568627451,0.9407407407407407,0.9411764705882353,0.8888888888888888,0.9142857142857143
0.525,0.9803921568627451,0.9407407407407407,0.9411764705882353,0.8888888888888888,0.9142857142857143
0.53,0.9816993464052287,0.9414814814814815,0.9523809523809523,0.8888888888888888,0.9195402298850575
0.535,0.9816993464052287,0.9414814814814815,0.9523809523809523,0.8888888888888888,0.9195402298850575
0.54,0.9816993464052287,0.9414814814814815,0.9523809523809523,0.8888888888888888,0.9195402298850575
0.545,0.9816993464052287,0.9414814814814815,0.9523809523809523,0.8888888888888888,0.9195402298850575
0.55,0.9816993464052287,0.9414814814814815,0.9523809523809523,0.8888888888888888,0.9195402298850575
0.555,0.9816993464052287,0.9414814814814815,0.9523809523809523,0.8888888888888888,0.9195402298850575
0.56,0.9816993464052287,0.9414814814814815,0.9523809523809523,0.8888888888888888,0.9195402298850575
0.5650000000000001,0.9816993464052287,0.9414814814814815,0.9523809523809523,0.8888888888888888,0.9195402298850575
0.5700000000000001,0.9830065359477124,0.9422222222222222,0.963855421686747,0.8888888888888888,0.9248554913294798
0.5750000000000001,0.9830065359477124,0.9422222222222222,0.963855421686747,0.8888888888888888,0.9248554913294798
0.58,0.9830065359477124,0.9422222222222222,0.963855421686747,0.8888888888888888,0.9248554913294798
0.585,0.9830065359477124,0.9422222222222222,0.963855421686747,0.8888888888888888,0.9248554913294798
0.59,0.9830065359477124,0.9422222222222222,0.963855421686747,0.8888888888888888,0.9248554913294798
0.595,0.9830065359477124,0.9422222222222222,0.963855421686747,0.8888888888888888,0.9248554913294798
0.6,0.9830065359477124,0.9422222222222222,0.963855421686747,0.8888888888888888,0.9248554913294798
